"","X","COSMIC_ID","sample_name","sample_id","model_id","model_name","patient_id","BROAD_ID","CCLE_ID","tissue_descriptor_1","tissue_descriptor_2","tissue_descriptor","tissue","tissue_status","sample_site","cancer_type","cancer_type_passports","gender","ethnicity","age_at_sampling","family_history_of_cancer","smoking_status","alcohol_exposure_intensity","alcohol_consumption_per_week","history_diabetes","diabetes_treatment","colorectal_cancer_risk_factors","GDSC_1000","whole_exome_seq","cna","gene_expression","methylation","drug_response"
"423",1253,909250,"OS-RC-2","SIDS00699","SIDM00239","OS-RC-2","SIDP00625","ACH-000159","OSRC2_KIDNEY","kidney","kidney","kidney","Kidney","Tumour","Unknown","KIRC","Kidney Carcinoma","Male","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"424",1320,909781,"VMRC-RCZ","SIDS01086","SIDM00317","VMRC-RCZ","SIDP00975","ACH-000171","VMRCRCZ_KIDNEY","kidney","kidney","kidney","Kidney","Tumour","Unknown","KIRC","Kidney Carcinoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"425",1326,909974,"RCC10RGB","SIDS00703","SIDM00235","RCC10RGB","SIDP00628","ACH-000189","RCC10RGB_KIDNEY","kidney","kidney","kidney","Kidney","Tumour","Unknown","KIRC","Kidney Carcinoma","Male","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"426",1379,910920,"A704","SIDS00073","SIDM00849","A704","SIDP00058","ACH-000429","A704_KIDNEY","kidney","kidney","kidney","Kidney","Tumour","Unknown","KIRC","Kidney Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"427",1281,909719,"SK-HEP-1","SIDS00362","SIDM01110","SK-HEP-1","SIDP00307","ACH-000361","SKHEP1_LIVER","digestive_system","liver","digestive_system","Liver","Metastasis","Ascites","LIHC","Hepatocellular Carcinoma","Male","White",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"428",674,1298151,"JHH-1","SIDS00979","SIDM00618","JHH-1","SIDP00876","ACH-000620","JHH1_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Gall Bladder","LIHC","Hepatocellular Carcinoma","Male","East Asian",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"429",565,1240147,"Hep 3B2_1-7","SIDS00155","SIDM00672","Hep3B2-1-7","SIDP00121","ACH-000625","HEP3B217_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Liver","LIHC","Hepatocellular Carcinoma","Male","Black",8,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"430",618,1240217,"SNU-398","SIDS00379","SIDM01181","SNU-398","SIDP00323","ACH-000221","SNU398_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Liver","LIHC","Hepatocellular Carcinoma","Male","East Asian",42,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"431",1293,909736,"SNU-387","SIDS00378","SIDM01180","SNU-387","SIDP00322","ACH-000478","SNU387_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Liver","LIHC","Hepatocellular Carcinoma","Female","East Asian",41,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"432",1294,909737,"SNU-423","SIDS00380","SIDM01199","SNU-423","SIDP00324","ACH-000493","SNU423_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Liver","LIHC","Hepatocellular Carcinoma","Male","East Asian",40,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"433",1295,909738,"SNU-449","SIDS00381","SIDM01194","SNU-449","SIDP00325","ACH-000420","SNU449_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Liver","LIHC","Hepatocellular Carcinoma","Male","East Asian",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"434",574,1240157,"JHH-2","SIDS00980","SIDM00617","JHH-2","SIDP00877","ACH-000577","JHH2_LIVER","digestive_system","liver","digestive_system","Liver","Unknown","Unknown","LIHC","Hepatocellular Carcinoma","Male","East Asian",57,"","Unknown","",NA,"","",NA,TRUE,"Y","N","Y","Y","Y"
"435",575,1240158,"JHH-4","SIDS00981","SIDM00616","JHH-4","SIDP00878","ACH-000476","JHH4_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Male","East Asian",51,"","Unknown","",NA,"","",NA,TRUE,"Y","N","Y","Y","Y"
"436",576,1240159,"JHH-6","SIDS00982","SIDM00615","JHH-6","SIDP00879","ACH-000217","JHH6_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Female","East Asian",57,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"437",577,1240160,"JHH-7","SIDS00983","SIDM00614","JHH-7","SIDP00880","ACH-000848","JHH7_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Male","East Asian",53,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"438",671,1298146,"huH-1","SIDS00972","SIDM00586","huH-1","SIDP00870","ACH-000475","HUH1_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Male","East Asian",53,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"439",1123,907057,"HLE","SIDS00757","SIDM00064","HLE","SIDP00679","ACH-001089","HLE_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Male","Unknown",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"440",1137,907071,"HuH-7","SIDS00973","SIDM00585","HuH-7","SIDP00871","ACH-000480","HUH7_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Male","East Asian",57,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"441",1362,910850,"C3A","SIDS00090","SIDM01237","C3A","SIDP00073","ACH-001021","C3A_LIVER","digestive_system","liver","digestive_system","Liver","Tumour","Unknown","LIHC","Hepatocellular Carcinoma","Male","White",15,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"442",1238,908465,"NCI-H358","SIDS00299","SIDM00718","NCI-H358","SIDP00246","ACH-000860","NCIH358_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Alveolus","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"443",862,687821,"NCI-H2405","SIDS00293","SIDM00724","NCI-H2405","SIDP00240","ACH-000121","NCIH2405_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Ascites","LUAD","Non-Small Cell Lung Carcinoma","Male","White",47,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"444",1244,908475,"NCI-H1755","SIDS00241","SIDM00738","NCI-H1755","SIDP00200","ACH-000282","NCIH1755_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Liver","LUAD","Non-Small Cell Lung Carcinoma","Female","White",65,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"445",563,1240145,"HCC-44","SIDS00524","SIDM01069","HCC-44","SIDP00460","ACH-000667","HCC44_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Lung","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"446",564,1240146,"HCC-827","SIDS00526","SIDM01067","HCC-827","SIDP00462","ACH-000012","HCC827_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Lung","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",39,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"447",689,1298347,"NCI-H1435","SIDS00224","SIDM00658","NCI-H1435","SIDP00183","ACH-000852","NCIH1435_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Lung","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",35,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"448",859,687816,"NCI-H2228","SIDS00288","SIDM00729","NCI-H2228","SIDP00236","ACH-000447","NCIH2228_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Lung","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"449",971,753600,"NCI-H1563","SIDS00228","SIDM00751","NCI-H1563","SIDP00187","ACH-000892","NCIH1563_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Lung","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",0,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"450",1367,910900,"NCI-H1651","SIDS00235","SIDM00744","NCI-H1651","SIDP00194","ACH-000893","NCIH1651_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Lung","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",71,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"451",690,1298348,"NCI-H1568","SIDS00229","SIDM00750","NCI-H1568","SIDP00188","ACH-000869","NCIH1568_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Female","White",48,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"452",852,687798,"NCI-H1623","SIDS00232","SIDM00747","NCI-H1623","SIDP00191","ACH-000744","NCIH1623_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Male","White",58,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"453",853,687799,"NCI-H1648","SIDS00233","SIDM00746","NCI-H1648","SIDP00192","ACH-000766","NCIH1648_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Male","Black",39,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"454",855,687802,"NCI-H1693","SIDS00237","SIDM00742","NCI-H1693","SIDP00196","ACH-000021","NCIH1693_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Female","White",55,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"455",894,722045,"NCI-H2030","SIDS00265","SIDM00715","NCI-H2030","SIDP00219","ACH-000521","NCIH2030_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",0,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"456",901,724834,"NCI-H2087","SIDS00271","SIDM00708","NCI-H2087","SIDP00224","ACH-000841","NCIH2087_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Male","White",69,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"457",910,724873,"NCI-H2009","SIDS00261","SIDM00756","NCI-H2009","SIDP00216","ACH-000886","NCIH2009_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Female","White",68,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"458",911,724874,"NCI-H2291","SIDS00289","SIDM00728","NCI-H2291","SIDP00237","ACH-000718","NCIH2291_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"459",1245,908476,"NCI-H1993","SIDS00259","SIDM00758","NCI-H1993","SIDP00215","ACH-001137","NCIH1993_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Female","White",47,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"460",1330,910399,"NCI-H838","SIDS00321","SIDM01150","NCI-H838","SIDP00268","ACH-000416","NCIH838_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Lymph node","LUAD","Non-Small Cell Lung Carcinoma","Male","White",59,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"461",1234,908460,"NCI-H441","SIDS00301","SIDM00925","NCI-H441","SIDP00248","ACH-000638","NCIH441_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pericardial fluid","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"462",655,1290908,"HCC-78","SIDS00525","SIDM01068","HCC-78","SIDP00461","ACH-000562","HCC78_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"463",692,1298350,"NCI-H1781","SIDS00244","SIDM00754","NCI-H1781","SIDP00202","ACH-000379","NCIH1781_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Female","White",66,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"464",849,687777,"Calu-3","SIDS00095","SIDM00922","Calu-3","SIDP00077","ACH-000392","CALU3_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","White",25,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"465",851,687794,"NCI-H1437","SIDS00226","SIDM00734","NCI-H1437","SIDP00185","ACH-000589","NCIH1437_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","White",60,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"466",854,687800,"NCI-H1650","SIDS00234","SIDM00745","NCI-H1650","SIDP00193","ACH-000035","NCIH1650_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","White",27,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"467",895,722046,"NCI-H2122","SIDS00277","SIDM00702","NCI-H2122","SIDP00228","ACH-000311","NCIH2122_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Female","White",46,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"468",905,724866,"NCI-H1355","SIDS00220","SIDM00645","NCI-H1355","SIDP00180","ACH-000666","NCIH1355_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","White",53,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"469",906,724868,"NCI-H1792","SIDS00245","SIDM00771","NCI-H1792","SIDP00203","ACH-000496","NCIH1792_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","White",50,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"470",1048,906791,"ABC-1","SIDS00948","SIDM00494","ABC-1","SIDP00848","ACH-000528","ABC1_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"471",1058,906805,"COR-L105","SIDS00890","SIDM00513","COR-L105","SIDP00793","ACH-000161","CORL105_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Male","White",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"472",1243,908473,"NCI-H1666","SIDS00236","SIDM00743","NCI-H1666","SIDP00195","ACH-000448","NCIH1666_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural effusion","LUAD","Non-Small Cell Lung Carcinoma","Female","White",50,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"473",1181,907786,"LC-2-ad","SIDS00681","SIDM00297","LC-2-ad","SIDP00608","ACH-002157","LC2AD_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Pleural Effusion","LUAD","Non-Small Cell Lung Carcinoma","Female","East Asian",51,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"474",595,1240185,"NCI-H1944","SIDS00255","SIDM00762","NCI-H1944","SIDP00211","ACH-000414","NCIH1944_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Soft tissue","LUAD","Non-Small Cell Lung Carcinoma","Female","White",62,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"475",1242,908472,"NCI-H1573","SIDS00230","SIDM00749","NCI-H1573","SIDP00189","ACH-000916","NCIH1573_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Metastasis","Soft tissue","LUAD","Non-Small Cell Lung Carcinoma","Female","White",35,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"476",598,1240190,"NCI-H3122","SIDS00839","SIDM00137","NCI-H3122","SIDP00748","ACH-000337","NCIH3122_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"477",627,1247873,"H3255","SIDS00737","SIDM00046","H3255","SIDP00661","ACH-000109","NCIH3255_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Unknown","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"478",706,1298537,"RERF-LC-KJ","SIDS01046","SIDM00356","RERF-LC-KJ","SIDP00939","ACH-000482","RERFLCKJ_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",78,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"479",804,1503369,"EMC-BAC-1","SIDS00735","SIDM00048","EMC-BAC-1","SIDP00659","ACH-002101","EMCBAC1_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Unknown","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"480",805,1503370,"EMC-BAC-2","SIDS00736","SIDM00047","EMC-BAC-2","SIDP00660","ACH-002102","EMCBAC2_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Unknown","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Unknown","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"481",856,687807,"NCI-H1838","SIDS00248","SIDM00769","NCI-H1838","SIDP00206","ACH-000733","NCIH1838_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",0,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"482",857,687812,"NCI-H2085","SIDS00270","SIDM00709","NCI-H2085","SIDP00223","ACH-000451","NCIH2085_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",45,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"483",860,687819,"NCI-H2342","SIDS00290","SIDM00727","NCI-H2342","SIDP00238","ACH-000951","NCIH2342_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","White",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"484",861,687820,"NCI-H2347","SIDS00291","SIDM00726","NCI-H2347","SIDP00239","ACH-000875","NCIH2347_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","White",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"485",888,713869,"VMRC-LCD","SIDS01083","SIDM00320","VMRC-LCD","SIDP00972","ACH-001233","VMRCLCD_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Unknown","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"486",896,722058,"NCI-H1734","SIDS00240","SIDM00739","NCI-H1734","SIDP00199","ACH-000675","NCIH1734_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",56,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"487",897,722066,"NCI-H650","SIDS00310","SIDM01124","NCI-H650","SIDP00257","ACH-000945","NCIH650_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"488",904,724859,"Calu-6","SIDS00096","SIDM00921","Calu-6","SIDP00078","ACH-000264","CALU6_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","White",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"489",912,724878,"SW1573","SIDS00392","SIDM01163","SW1573","SIDP00336","ACH-000677","SW1573_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","White",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"490",965,753592,"LXF-289","SIDS01102","SIDM00339","LXF-289","SIDP00991","ACH-000787","LXF289_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",63,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"491",974,753608,"PC-14","SIDS00701","SIDM00237","PC-14","SIDP00627","ACH-000030","PC14_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"492",996,905942,"NCI-H23","SIDS00838","SIDM00138","NCI-H23","SIDP00747","ACH-000900","NCIH23_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Black",51,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"493",997,905944,"NCI-H522","SIDS00842","SIDM00116","NCI-H522","SIDP00751","ACH-000343","NCIH522_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","White",58,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"494",1002,905949,"A549","SIDS00075","SIDM00903","A549","SIDP00060","ACH-000681","A549_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","White",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"495",1019,905967,"NCI-H322M","SIDS00840","SIDM00117","NCI-H322M","SIDP00749","ACH-000837","NCIH322_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"496",1022,905970,"EKVX","SIDS00818","SIDM00119","EKVX","SIDP00731","ACH-000706","EKVX_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"497",1024,905972,"HOP-62","SIDS00820","SIDM00133","HOP-62","SIDP00733","ACH-000861","HOP62_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",6,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"498",1237,908463,"NCI-H1793","SIDS00246","SIDM00755","NCI-H1793","SIDP00204","ACH-000888","NCIH1793_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","Unknown",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"499",1283,909721,"SK-LU-1","SIDS00364","SIDM01108","SK-LU-1","SIDP00309","ACH-000309","SKLU1_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Female","White",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"500",1386,910931,"RERF-LC-MS","SIDS01047","SIDM00355","RERF-LC-MS","SIDP00940","ACH-000062","RERFLCMS_LUNG","lung_NSCLC","lung_NSCLC_adenocarcinoma","lung","Lung","Tumour","Unknown","LUAD","Non-Small Cell Lung Carcinoma","Male","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
